subgroup,modeldate,dem_estimate,dem_hi,dem_lo,rep_estimate,rep_hi,rep_lo,timestamp
Adults,3/28/2018,42.81313,47.89247,37.7338,35.48725,40.60847,30.36603,11:56:11 28 Mar 2018
All polls,3/28/2018,46.33187,51.47103,41.19271,39.22669,43.53702,34.91637,11:56:10 28 Mar 2018
Adults,3/27/2018,42.81313,47.89247,37.7338,35.48725,40.60847,30.36603,21:44:11 27 Mar 2018
Voters,3/27/2018,46.33796,51.46814,41.20778,39.59048,43.88398,35.29699,21:44:14 27 Mar 2018
All polls,3/27/2018,46.36264,51.45802,41.26727,39.67163,43.95105,35.39221,21:44:10 27 Mar 2018
Adults,3/26/2018,42.84486,48.09967,37.59006,35.25599,40.6145,29.89747,18:00:16 26 Mar 2018
Voters,3/26/2018,45.94245,50.92178,40.96312,40.26101,44.51697,36.00505,18:00:19 26 Mar 2018
All polls,3/26/2018,45.96582,50.90679,41.02485,40.32611,44.56606,36.08617,18:00:15 26 Mar 2018
Voters,3/25/2018,45.94245,50.92178,40.96312,40.26101,44.51697,36.00505,14:25:14 25 Mar 2018
Adults,3/25/2018,42.84486,48.09967,37.59006,35.25599,40.6145,29.89747,14:25:11 25 Mar 2018
All polls,3/25/2018,45.96582,50.90679,41.02485,40.32611,44.56606,36.08617,14:25:10 25 Mar 2018
Adults,3/24/2018,42.68541,48.29327,37.07755,36.91462,42.2861,31.54315,18:00:15 24 Mar 2018
Voters,3/24/2018,46.14967,51.27565,41.02369,40.64399,44.76989,36.51808,18:00:18 24 Mar 2018
All polls,3/24/2018,46.18003,51.26189,41.09817,40.69614,44.80613,36.58615,18:00:14 24 Mar 2018
Voters,3/23/2018,46.14967,51.27565,41.02369,40.64399,44.76989,36.51808,12:53:14 23 Mar 2018
Adults,3/23/2018,42.68541,48.29327,37.07755,36.91462,42.2861,31.54315,12:53:11 23 Mar 2018
All polls,3/23/2018,46.18003,51.26189,41.09817,40.69614,44.80613,36.58615,12:53:10 23 Mar 2018
Adults,3/22/2018,42.68541,48.29327,37.07755,36.91462,42.2861,31.54315,18:00:15 22 Mar 2018
Voters,3/22/2018,47.27796,52.54081,42.01512,41.09716,45.35023,36.84408,18:00:18 22 Mar 2018
All polls,3/22/2018,47.29145,52.50372,42.07919,41.11187,45.34308,36.88066,18:00:14 22 Mar 2018
Adults,3/21/2018,42.68541,48.29327,37.07755,36.91462,42.2861,31.54315,15:08:10 21 Mar 2018
Voters,3/21/2018,47.27796,52.54081,42.01512,41.09716,45.35023,36.84408,15:08:13 21 Mar 2018
All polls,3/21/2018,47.29145,52.50372,42.07919,41.11187,45.34308,36.88066,15:08:09 21 Mar 2018
Voters,3/20/2018,47.73118,53.16765,42.2947,39.77099,43.72965,35.81233,16:44:14 20 Mar 2018
Adults,3/20/2018,42.68541,48.29327,37.07755,36.91462,42.2861,31.54315,16:44:12 20 Mar 2018
All polls,3/20/2018,47.70512,53.07434,42.3359,39.76773,43.70419,35.83126,16:44:10 20 Mar 2018
Voters,3/19/2018,48.52928,53.83435,43.22421,39.13672,43.17956,35.09389,18:00:20 19 Mar 2018
Adults,3/19/2018,43.91052,49.58617,38.23487,36.38179,42.00848,30.7551,18:00:17 19 Mar 2018
All polls,3/19/2018,48.47146,53.70952,43.2334,39.13864,43.15397,35.12331,18:00:16 19 Mar 2018
Voters,3/18/2018,48.52928,53.83435,43.22421,39.13672,43.17956,35.09389,11:49:12 18 Mar 2018
Adults,3/18/2018,43.91052,49.58617,38.23487,36.38179,42.00848,30.7551,11:49:10 18 Mar 2018
All polls,3/18/2018,48.47146,53.70952,43.2334,39.13864,43.15397,35.12331,11:49:08 18 Mar 2018
Adults,3/17/2018,43.91052,49.58617,38.23487,36.38179,42.00848,30.7551,18:00:14 17 Mar 2018
Voters,3/17/2018,48.05534,53.33086,42.77982,39.24253,43.32614,35.15892,18:00:17 17 Mar 2018
All polls,3/17/2018,48.00811,53.20744,42.80878,39.28114,43.33447,35.22781,18:00:13 17 Mar 2018
Adults,3/16/2018,43.91052,49.58617,38.23487,36.38179,42.00848,30.7551,15:16:11 16 Mar 2018
Voters,3/16/2018,48.05534,53.33086,42.77982,39.24253,43.32614,35.15892,15:16:13 16 Mar 2018
All polls,3/16/2018,48.00811,53.20744,42.80878,39.28114,43.33447,35.22781,15:16:09 16 Mar 2018
Voters,3/15/2018,47.78513,53.11493,42.45534,39.26789,43.34658,35.18919,18:00:20 15 Mar 2018
Adults,3/15/2018,43.09925,48.99407,37.20443,36.68966,42.40466,30.97465,18:00:17 15 Mar 2018
All polls,3/15/2018,47.741,52.99044,42.49157,39.29823,43.34483,35.25164,18:00:16 15 Mar 2018
Voters,3/14/2018,47.78513,53.11493,42.45534,39.26789,43.34658,35.18919,10:17:13 14 Mar 2018
Adults,3/14/2018,43.09925,48.99407,37.20443,36.68966,42.40466,30.97465,10:17:11 14 Mar 2018
All polls,3/14/2018,47.741,52.99044,42.49157,39.29823,43.34483,35.25164,10:17:09 14 Mar 2018
Voters,3/13/2018,47.65078,53.04579,42.25578,39.13798,43.26144,35.01451,15:52:14 13 Mar 2018
Adults,3/13/2018,43.09925,48.99407,37.20443,36.68966,42.40466,30.97465,15:52:12 13 Mar 2018
All polls,3/13/2018,47.59415,52.90178,42.28653,39.15777,43.24451,35.07103,15:52:10 13 Mar 2018
Voters,3/12/2018,47.22894,52.67988,41.778,39.48845,43.51272,35.46417,18:00:19 12 Mar 2018
Adults,3/12/2018,43.23603,49.20794,37.26413,37.52194,43.2176,31.82629,18:00:17 12 Mar 2018
All polls,3/12/2018,47.17631,52.52515,41.82747,39.49635,43.48482,35.50788,18:00:15 12 Mar 2018
Voters,3/11/2018,47.22894,52.67988,41.778,39.48845,43.51272,35.46417,18:00:18 11 Mar 2018
Adults,3/11/2018,43.23603,49.20794,37.26413,37.52194,43.2176,31.82629,18:00:15 11 Mar 2018
All polls,3/11/2018,47.17631,52.52515,41.82747,39.49635,43.48482,35.50788,18:00:14 11 Mar 2018
Adults,3/10/2018,43.23603,49.20794,37.26413,37.52194,43.2176,31.82629,18:00:15 10 Mar 2018
Voters,3/10/2018,47.22894,52.67988,41.778,39.48845,43.51272,35.46417,18:00:17 10 Mar 2018
All polls,3/10/2018,47.17631,52.52515,41.82747,39.49635,43.48482,35.50788,18:00:13 10 Mar 2018
Voters,3/9/2018,47.22894,52.67988,41.778,39.48845,43.51272,35.46417,16:26:13  9 Mar 2018
Adults,3/9/2018,43.23603,49.20794,37.26413,37.52194,43.2176,31.82629,16:26:10  9 Mar 2018
All polls,3/9/2018,47.17631,52.52515,41.82747,39.49635,43.48482,35.50788,16:26:09  9 Mar 2018
Adults,3/8/2018,44.64396,50.65931,38.6286,35.68745,41.87259,29.50231,18:00:14  8 Mar 2018
Voters,3/8/2018,47.68395,53.10148,42.26643,38.78053,42.96266,34.59839,18:00:17  8 Mar 2018
All polls,3/8/2018,47.69431,53.05424,42.33439,38.82832,43.00456,34.65208,18:00:13  8 Mar 2018
Adults,3/7/2018,44.64396,50.65931,38.6286,35.68745,41.87259,29.50231,15:14:09  7 Mar 2018
Voters,3/7/2018,47.68395,53.10148,42.26643,38.78053,42.96266,34.59839,15:14:12  7 Mar 2018
All polls,3/7/2018,47.69431,53.05424,42.33439,38.82832,43.00456,34.65208,15:14:08  7 Mar 2018
Voters,3/6/2018,47.25111,52.96436,41.53785,37.79477,42.1032,33.48634,16:02:13  6 Mar 2018
Adults,3/6/2018,44.64396,50.65931,38.6286,35.68745,41.87259,29.50231,16:02:10  6 Mar 2018
All polls,3/6/2018,47.26222,52.89536,41.62908,37.8812,42.189,33.57339,16:02:09  6 Mar 2018
Voters,3/5/2018,46.54937,52.33602,40.76271,37.72894,41.99479,33.46308,15:59:12  5 Mar 2018
Adults,3/5/2018,43.0963,49.51994,36.67265,35.52577,42.00288,29.04865,15:59:10  5 Mar 2018
All polls,3/5/2018,46.58916,52.29126,40.88707,37.81501,42.07445,33.55556,15:59:08  5 Mar 2018
Voters,3/4/2018,46.74304,52.57735,40.90873,37.78949,42.11908,33.45989,18:00:15  4 Mar 2018
Adults,3/4/2018,43.0963,49.51994,36.67265,35.52577,42.00288,29.04865,18:00:12  4 Mar 2018
All polls,3/4/2018,46.78322,52.52758,41.03886,37.87831,42.19749,33.55914,18:00:11  4 Mar 2018
Voters,3/3/2018,46.74304,52.57735,40.90873,37.78949,42.11908,33.45989,18:00:16  3 Mar 2018
Adults,3/3/2018,43.0963,49.51994,36.67265,35.52577,42.00288,29.04865,18:00:13  3 Mar 2018
All polls,3/3/2018,46.78322,52.52758,41.03886,37.87831,42.19749,33.55914,18:00:12  3 Mar 2018
Voters,3/2/2018,46.74304,52.57735,40.90873,37.78949,42.11908,33.45989,19:07:13  2 Mar 2018
Adults,3/2/2018,43.0963,49.51994,36.67265,35.52577,42.00288,29.04865,19:07:10  2 Mar 2018
All polls,3/2/2018,46.78322,52.52758,41.03886,37.87831,42.19749,33.55914,19:07:09  2 Mar 2018
Adults,3/1/2018,42.18364,48.89207,35.4752,37.24178,43.45424,31.02933,12:31:09  1 Mar 2018
Voters,3/1/2018,46.39804,52.31796,40.47812,38.27499,42.42875,34.12122,12:31:12  1 Mar 2018
All polls,3/1/2018,46.44548,52.27235,40.6186,38.35122,42.49431,34.20813,12:31:08  1 Mar 2018
Voters,2/28/2018,46.35858,52.41297,40.30419,39.0237,42.88332,35.16409,10:52:13 28 Feb 2018
Adults,2/28/2018,42.18364,48.89207,35.4752,37.24178,43.45424,31.02933,10:52:10 28 Feb 2018
All polls,2/28/2018,46.40944,52.36154,40.45733,39.09735,42.94465,35.25006,10:52:09 28 Feb 2018
Adults,2/27/2018,42.18364,48.89207,35.4752,37.24178,43.45424,31.02933,16:09:10 27 Feb 2018
Voters,2/27/2018,46.71354,52.71508,40.71199,38.49334,42.42281,34.56387,16:09:12 27 Feb 2018
All polls,2/27/2018,46.75677,52.652,40.86155,38.57857,42.49162,34.66553,16:09:09 27 Feb 2018
Adults,2/26/2018,43.45072,50.32001,36.58144,36.74122,43.38638,30.09606,16:21:10 26 Feb 2018
Voters,2/26/2018,47.47556,53.3648,41.58632,37.91696,41.90369,33.93023,16:21:12 26 Feb 2018
All polls,2/26/2018,47.50714,53.28502,41.72926,38.00595,41.96487,34.04703,16:21:09 26 Feb 2018
Voters,2/25/2018,46.99297,52.57886,41.40709,38.71606,42.88747,34.54464,18:00:15 25 Feb 2018
Adults,2/25/2018,43.45072,50.32001,36.58144,36.74122,43.38638,30.09606,18:00:13 25 Feb 2018
All polls,2/25/2018,47.03559,52.50665,41.56453,38.80148,42.92707,34.6759,18:00:11 25 Feb 2018
Adults,2/24/2018,43.45072,50.32001,36.58144,36.74122,43.38638,30.09606,18:00:15 24 Feb 2018
Voters,2/24/2018,46.99297,52.57886,41.40709,38.71606,42.88747,34.54464,18:00:17 24 Feb 2018
All polls,2/24/2018,47.03559,52.50665,41.56453,38.80148,42.92707,34.6759,18:00:14 24 Feb 2018
Voters,2/23/2018,46.99297,52.57886,41.40709,38.71606,42.88747,34.54464,11:27:13 23 Feb 2018
Adults,2/23/2018,43.45072,50.32001,36.58144,36.74122,43.38638,30.09606,11:27:11 23 Feb 2018
All polls,2/23/2018,47.03559,52.50665,41.56453,38.80148,42.92707,34.6759,11:27:09 23 Feb 2018
Voters,2/22/2018,47.48381,53.22227,41.74535,38.59378,42.85757,34.33,08:14:12 22 Feb 2018
Adults,2/22/2018,43.45072,50.32001,36.58144,36.74122,43.38638,30.09606,08:14:09 22 Feb 2018
All polls,2/22/2018,47.49622,53.10364,41.8888,38.71984,42.92828,34.51141,08:14:08 22 Feb 2018
Voters,2/21/2018,47.22224,52.99627,41.44822,38.81338,43.03325,34.59351,16:49:12 21 Feb 2018
Adults,2/21/2018,43.45072,50.32001,36.58144,36.74122,43.38638,30.09606,16:49:10 21 Feb 2018
All polls,2/21/2018,47.23425,52.86832,41.60019,38.93584,43.0932,34.77847,16:49:08 21 Feb 2018
Adults,2/20/2018,43.45072,50.32001,36.58144,36.74122,43.38638,30.09606,15:33:09 20 Feb 2018
Voters,2/20/2018,48.21008,53.96324,42.45692,39.57229,43.81274,35.33184,15:33:11 20 Feb 2018
All polls,2/20/2018,48.16857,53.77282,42.56432,39.66982,43.83553,35.50411,15:33:08 20 Feb 2018
Voters,2/19/2018,46.94528,52.27553,41.61502,40.38898,44.69345,36.08452,18:00:16 19 Feb 2018
Adults,2/19/2018,43.83087,50.67214,36.9896,37.64495,44.15026,31.13965,18:00:14 19 Feb 2018
All polls,2/19/2018,46.91566,52.10251,41.72882,40.45242,44.66106,36.24378,18:00:13 19 Feb 2018
Adults,2/18/2018,43.83087,50.67214,36.9896,37.64495,44.15026,31.13965,18:00:13 18 Feb 2018
Voters,2/18/2018,46.94528,52.27553,41.61502,40.38898,44.69345,36.08452,18:00:15 18 Feb 2018
All polls,2/18/2018,46.91566,52.10251,41.72882,40.45242,44.66106,36.24378,18:00:12 18 Feb 2018
Adults,2/17/2018,43.83087,50.67214,36.9896,37.64495,44.15026,31.13965,18:00:12 17 Feb 2018
Voters,2/17/2018,46.94528,52.27553,41.61502,40.38898,44.69345,36.08452,18:00:14 17 Feb 2018
All polls,2/17/2018,46.91566,52.10251,41.72882,40.45242,44.66106,36.24378,18:00:11 17 Feb 2018
Voters,2/16/2018,46.94528,52.27553,41.61502,40.38898,44.69345,36.08452,15:23:12 16 Feb 2018
Adults,2/16/2018,43.83087,50.67214,36.9896,37.64495,44.15026,31.13965,15:23:10 16 Feb 2018
All polls,2/16/2018,46.91566,52.10251,41.72882,40.45242,44.66106,36.24378,15:23:08 16 Feb 2018
Adults,2/15/2018,44.05613,50.91578,37.19649,37.21821,43.84671,30.5897,18:00:15 15 Feb 2018
Voters,2/15/2018,46.94408,52.27291,41.61525,40.30172,44.62786,35.97557,18:00:18 15 Feb 2018
All polls,2/15/2018,46.90895,52.09037,41.72753,40.36212,44.5877,36.13654,18:00:14 15 Feb 2018
Voters,2/14/2018,46.94408,52.27291,41.61525,40.30172,44.62786,35.97557,15:01:11 14 Feb 2018
Adults,2/14/2018,44.05613,50.91578,37.19649,37.21821,43.84671,30.5897,15:01:09 14 Feb 2018
All polls,2/14/2018,46.90895,52.09037,41.72753,40.36212,44.5877,36.13654,15:01:08 14 Feb 2018
Adults,2/13/2018,44.05613,50.91578,37.19649,37.21821,43.84671,30.5897,15:08:10 13 Feb 2018
Voters,2/13/2018,47.22633,52.46513,41.98754,40.0073,44.44188,35.57272,15:08:12 13 Feb 2018
All polls,2/13/2018,47.13035,52.20396,42.05675,40.07055,44.3924,35.74869,15:08:08 13 Feb 2018
Adults,2/12/2018,43.3955,50.43267,36.35832,37.97034,44.50384,31.43684,18:00:13 12 Feb 2018
Voters,2/12/2018,47.2069,52.60857,41.80522,40.1074,44.39953,35.81527,18:00:15 12 Feb 2018
All polls,2/12/2018,47.08486,52.30435,41.86538,40.17839,44.36607,35.99072,18:00:12 12 Feb 2018
Voters,2/11/2018,47.2069,52.60857,41.80522,40.1074,44.39953,35.81527,18:00:14 11 Feb 2018
Adults,2/11/2018,43.3955,50.43267,36.35832,37.97034,44.50384,31.43684,18:00:12 11 Feb 2018
All polls,2/11/2018,47.08486,52.30435,41.86538,40.17839,44.36607,35.99072,18:00:11 11 Feb 2018
Voters,2/10/2018,47.2069,52.60857,41.80522,40.1074,44.39953,35.81527,18:00:14 10 Feb 2018
Adults,2/10/2018,43.3955,50.43267,36.35832,37.97034,44.50384,31.43684,18:00:12 10 Feb 2018
All polls,2/10/2018,47.08486,52.30435,41.86538,40.17839,44.36607,35.99072,18:00:11 10 Feb 2018
Voters,2/9/2018,47.2069,52.60857,41.80522,40.1074,44.39953,35.81527,17:09:12  9 Feb 2018
Adults,2/9/2018,43.3955,50.43267,36.35832,37.97034,44.50384,31.43684,17:09:10  9 Feb 2018
All polls,2/9/2018,47.08486,52.30435,41.86538,40.17839,44.36607,35.99072,17:09:08  9 Feb 2018
Adults,2/8/2018,44.00521,51.02816,36.98227,37.54309,44.26688,30.81929,18:00:14  8 Feb 2018
Voters,2/8/2018,46.86537,52.25746,41.47328,40.18418,44.69323,35.67513,18:00:16  8 Feb 2018
All polls,2/8/2018,46.7079,51.90294,41.51287,40.2379,44.61374,35.86205,18:00:13  8 Feb 2018
Adults,2/7/2018,44.00521,51.02816,36.98227,37.54309,44.26688,30.81929,12:26:10  7 Feb 2018
Voters,2/7/2018,46.86537,52.25746,41.47328,40.18418,44.69323,35.67513,12:26:12  7 Feb 2018
All polls,2/7/2018,46.7079,51.90294,41.51287,40.2379,44.61374,35.86205,12:26:08  7 Feb 2018
Voters,2/6/2018,46.47311,51.98286,40.96337,40.31902,44.99344,35.6446,14:12:11  6 Feb 2018
Adults,2/6/2018,44.00521,51.02816,36.98227,37.54309,44.26688,30.81929,14:12:09  6 Feb 2018
All polls,2/6/2018,46.26094,51.54288,40.979,40.35575,44.86872,35.84278,14:12:08  6 Feb 2018
Adults,2/5/2018,42.77176,50.41183,35.13168,37.66586,44.23511,31.09661,18:00:13  5 Feb 2018
Voters,2/5/2018,45.98898,51.59904,40.37891,40.71843,45.33648,36.10038,18:00:16  5 Feb 2018
All polls,2/5/2018,45.74623,51.25236,40.2401,40.64555,45.15612,36.13497,18:00:12  5 Feb 2018
Voters,2/4/2018,45.98898,51.59904,40.37891,40.71843,45.33648,36.10038,18:00:16  4 Feb 2018
Adults,2/4/2018,42.77176,50.41183,35.13168,37.66586,44.23511,31.09661,18:00:13  4 Feb 2018
All polls,2/4/2018,45.74623,51.25236,40.2401,40.64555,45.15612,36.13497,18:00:12  4 Feb 2018
Voters,2/3/2018,45.98898,51.59904,40.37891,40.71843,45.33648,36.10038,18:00:14  3 Feb 2018
Adults,2/3/2018,42.77176,50.41183,35.13168,37.66586,44.23511,31.09661,18:00:12  3 Feb 2018
All polls,2/3/2018,45.74623,51.25236,40.2401,40.64555,45.15612,36.13497,18:00:11  3 Feb 2018
Voters,2/2/2018,45.98898,51.59904,40.37891,40.71843,45.33648,36.10038,14:36:11  2 Feb 2018
Adults,2/2/2018,42.77176,50.41183,35.13168,37.66586,44.23511,31.09661,14:36:09  2 Feb 2018
All polls,2/2/2018,45.74623,51.25236,40.2401,40.64555,45.15612,36.13497,14:36:08  2 Feb 2018
Adults,2/1/2018,43.92846,51.38314,36.47377,37.31632,44.08641,30.54623,20:23:08  1 Feb 2018
Voters,2/1/2018,46.386,51.87926,40.89274,40.72608,45.35868,36.09348,20:23:10  1 Feb 2018
All polls,2/1/2018,46.09754,51.49788,40.6972,40.6559,45.19383,36.11796,20:23:07  1 Feb 2018
Voters,1/31/2018,46.386,51.87926,40.89274,40.72608,45.35868,36.09348,13:55:12 31 Jan 2018
Adults,1/31/2018,43.42409,51.26812,35.58006,35.95891,42.6526,29.26522,13:55:10 31 Jan 2018
All polls,1/31/2018,46.40571,51.90009,40.91134,40.74902,45.35525,36.14278,13:55:09 31 Jan 2018
Adults,1/30/2018,43.42409,51.26812,35.58006,35.95891,42.6526,29.26522,16:47:08 30 Jan 2018
Voters,1/30/2018,46.27544,51.90449,40.6464,38.62226,42.85074,34.39379,16:47:10 30 Jan 2018
All polls,1/30/2018,46.29023,51.91503,40.66544,38.69234,42.90524,34.47944,16:47:07 30 Jan 2018
Adults,1/29/2018,43.80017,51.69339,35.90694,36.14373,42.90565,29.38181,11:55:10 29 Jan 2018
Voters,1/29/2018,46.0441,51.69147,40.39673,38.49602,42.71079,34.28125,11:55:12 29 Jan 2018
All polls,1/29/2018,46.05199,51.6921,40.41187,38.55753,42.75541,34.35966,11:55:09 29 Jan 2018
Voters,1/28/2018,46.43812,52.15664,40.7196,39.03729,43.30228,34.77231,18:00:14 28 Jan 2018
Adults,1/28/2018,43.80017,51.69339,35.90694,36.14373,42.90565,29.38181,18:00:12 28 Jan 2018
All polls,1/28/2018,46.44035,52.14711,40.7336,39.09499,43.34032,34.84965,18:00:11 28 Jan 2018
Adults,1/27/2018,43.80017,51.69339,35.90694,36.14373,42.90565,29.38181,18:00:13 27 Jan 2018
Voters,1/27/2018,46.43812,52.15664,40.7196,39.03729,43.30228,34.77231,18:00:15 27 Jan 2018
All polls,1/27/2018,46.44035,52.14711,40.7336,39.09499,43.34032,34.84965,18:00:12 27 Jan 2018
Voters,1/26/2018,46.43812,52.15664,40.7196,39.03729,43.30228,34.77231,16:59:11 26 Jan 2018
Adults,1/26/2018,43.80017,51.69339,35.90694,36.14373,42.90565,29.38181,16:59:09 26 Jan 2018
All polls,1/26/2018,46.44035,52.14711,40.7336,39.09499,43.34032,34.84965,16:59:08 26 Jan 2018
Adults,1/25/2018,43.62429,51.72088,35.52769,36.16865,43.06808,29.26921,18:00:14 25 Jan 2018
Voters,1/25/2018,46.44051,52.15756,40.72345,39.03081,43.26255,34.79907,18:00:16 25 Jan 2018
All polls,1/25/2018,46.43906,52.14037,40.73774,39.07723,43.28972,34.86475,18:00:13 25 Jan 2018
Adults,1/24/2018,43.62429,51.72088,35.52769,36.16865,43.06808,29.26921,18:19:08 24 Jan 2018
Voters,1/24/2018,46.44051,52.15756,40.72345,39.03081,43.26255,34.79907,18:19:10 24 Jan 2018
All polls,1/24/2018,46.43906,52.14037,40.73774,39.07723,43.28972,34.86475,18:19:07 24 Jan 2018
Voters,1/23/2018,47.22767,52.90434,41.55099,39.59339,44.06234,35.12445,15:23:11 23 Jan 2018
Adults,1/23/2018,43.62429,51.72088,35.52769,36.16865,43.06808,29.26921,15:23:09 23 Jan 2018
All polls,1/23/2018,47.21147,52.8697,41.55324,39.63353,44.07355,35.19352,15:23:08 23 Jan 2018
Voters,1/22/2018,47.65072,53.24416,42.05728,39.79731,44.26252,35.3321,18:15:11 22 Jan 2018
Adults,1/22/2018,45.14057,53.26879,37.01235,37.48345,44.48483,30.48207,18:15:09 22 Jan 2018
All polls,1/22/2018,47.61743,53.18507,42.04979,39.81195,44.243,35.38091,18:15:08 22 Jan 2018
Voters,1/21/2018,47.19965,52.79185,41.60744,40.45856,45.03122,35.88589,12:59:10 21 Jan 2018
Adults,1/21/2018,44.76826,52.71792,36.8186,37.13543,44.02528,30.24558,12:59:08 21 Jan 2018
All polls,1/21/2018,47.18275,52.76227,41.60323,40.4628,45.03844,35.88715,12:59:07 21 Jan 2018
Adults,1/20/2018,42.60218,49.46005,35.74431,35.43886,40.68953,30.18818,18:00:11 20 Jan 2018
Voters,1/20/2018,47.41232,53.12327,41.70137,39.83334,44.15435,35.51233,18:00:13 20 Jan 2018
All polls,1/20/2018,47.39138,53.08953,41.69322,39.834,44.15792,35.51007,18:00:10 20 Jan 2018
Adults,1/19/2018,42.60218,49.46005,35.74431,35.43886,40.68953,30.18818,17:37:09 19 Jan 2018
Voters,1/19/2018,47.41232,53.12327,41.70137,39.83334,44.15435,35.51233,17:37:10 19 Jan 2018
All polls,1/19/2018,47.39138,53.08953,41.69322,39.834,44.15792,35.51007,17:37:08 19 Jan 2018
Voters,1/18/2018,47.46151,53.24471,41.67831,39.21295,43.31827,35.10764,16:07:09 18 Jan 2018
Adults,1/18/2018,42.20705,49.30506,35.10905,35.01942,40.41401,29.62484,16:07:08 18 Jan 2018
All polls,1/18/2018,47.45737,53.22771,41.68703,39.2528,43.36155,35.14404,16:07:07 18 Jan 2018
Voters,1/17/2018,46.57608,52.35962,40.79253,38.685,42.9018,34.4682,10:22:11 17 Jan 2018
Adults,1/17/2018,42.20705,49.30506,35.10905,35.01942,40.41401,29.62484,10:22:09 17 Jan 2018
All polls,1/17/2018,46.58874,52.35909,40.81838,38.73467,42.95621,34.51313,10:22:08 17 Jan 2018
Voters,1/16/2018,46.96343,52.69068,41.23618,38.45745,42.75872,34.15618,13:49:10 16 Jan 2018
Adults,1/16/2018,42.20705,49.30506,35.10905,35.01942,40.41401,29.62484,13:49:08 16 Jan 2018
All polls,1/16/2018,46.97526,52.68934,41.26118,38.5052,42.81127,34.19913,13:49:07 16 Jan 2018
Voters,1/15/2018,47.67439,53.22013,42.12865,37.9906,42.3829,33.59829,22:09:10 15 Jan 2018
Adults,1/15/2018,43.81928,50.94237,36.69619,34.76387,40.36546,29.16227,22:09:08 15 Jan 2018
All polls,1/15/2018,47.67734,53.2099,42.14478,38.03812,42.4352,33.64105,22:09:07 15 Jan 2018
Voters,1/14/2018,47.80764,53.4387,42.17659,37.76401,41.99232,33.53569,18:00:14 14 Jan 2018
Adults,1/14/2018,43.81928,50.94237,36.69619,34.76387,40.36546,29.16227,18:00:12 14 Jan 2018
All polls,1/14/2018,47.81088,53.42871,42.19305,37.81557,42.04863,33.5825,18:00:11 14 Jan 2018
Adults,1/13/2018,43.81928,50.94237,36.69619,34.76387,40.36546,29.16227,18:00:12 13 Jan 2018
Voters,1/13/2018,47.80764,53.4387,42.17659,37.76401,41.99232,33.53569,18:00:13 13 Jan 2018
All polls,1/13/2018,47.81088,53.42871,42.19305,37.81557,42.04863,33.5825,18:00:11 13 Jan 2018
Voters,1/12/2018,47.80764,53.4387,42.17659,37.76401,41.99232,33.53569,15:23:09 12 Jan 2018
Adults,1/12/2018,43.81928,50.94237,36.69619,34.76387,40.36546,29.16227,15:23:08 12 Jan 2018
All polls,1/12/2018,47.81088,53.42871,42.19305,37.81557,42.04863,33.5825,15:23:07 12 Jan 2018
Adults,1/11/2018,43.75888,51.07518,36.44258,34.99544,40.70803,29.28284,12:38:09 11 Jan 2018
Voters,1/11/2018,48.83465,54.60071,43.06859,37.30757,41.41254,33.2026,12:38:11 11 Jan 2018
All polls,1/11/2018,48.83119,54.58389,43.07848,37.3715,41.4814,33.26161,12:38:08 11 Jan 2018
Adults,1/10/2018,43.75888,51.07518,36.44258,34.99544,40.70803,29.28284,12:36:09 10 Jan 2018
Voters,1/10/2018,48.49,54.1211,42.8589,38.25657,42.49297,34.02016,12:36:11 10 Jan 2018
All polls,1/10/2018,48.49435,54.11189,42.87681,38.31253,42.55373,34.07133,12:36:08 10 Jan 2018
Voters,1/9/2018,48.28013,54.15487,42.4054,37.9913,42.36411,33.61849,18:00:12  9 Jan 2018
Adults,1/9/2018,43.45754,51.34188,35.5732,34.39907,40.43944,28.35871,18:00:11  9 Jan 2018
All polls,1/9/2018,48.29165,54.15284,42.43045,38.03822,42.4158,33.66063,18:00:10  9 Jan 2018
Adults,1/8/2018,43.45754,51.34188,35.5732,34.39907,40.43944,28.35871,18:00:12  8 Jan 2018
Voters,1/8/2018,48.28013,54.15487,42.4054,37.9913,42.36411,33.61849,18:00:14  8 Jan 2018
All polls,1/8/2018,48.29165,54.15284,42.43045,38.03822,42.4158,33.66063,18:00:11  8 Jan 2018
Voters,1/7/2018,48.28013,54.15487,42.4054,37.9913,42.36411,33.61849,18:00:14  7 Jan 2018
Adults,1/7/2018,43.45754,51.34188,35.5732,34.39907,40.43944,28.35871,18:00:12  7 Jan 2018
All polls,1/7/2018,48.29165,54.15284,42.43045,38.03822,42.4158,33.66063,18:00:11  7 Jan 2018
Adults,1/6/2018,43.45754,51.34188,35.5732,34.39907,40.43944,28.35871,18:00:11  6 Jan 2018
Voters,1/6/2018,48.28013,54.15487,42.4054,37.9913,42.36411,33.61849,18:00:13  6 Jan 2018
All polls,1/6/2018,48.29165,54.15284,42.43045,38.03822,42.4158,33.66063,18:00:10  6 Jan 2018
Adults,1/5/2018,43.45754,51.34188,35.5732,34.39907,40.43944,28.35871,18:47:08  5 Jan 2018
Voters,1/5/2018,48.28013,54.15487,42.4054,37.9913,42.36411,33.61849,18:47:10  5 Jan 2018
All polls,1/5/2018,48.29165,54.15284,42.43045,38.03822,42.4158,33.66063,18:47:07  5 Jan 2018
Voters,1/4/2018,49.34486,55.02152,43.66819,37.61115,42.08883,33.13347,13:59:10  4 Jan 2018
